Lat	Long	SoilClass		SoilDepth	HzSimb	HzDeIn	HzDeFn	HzVal	Silt	Clay	Sand	pH_KCL	C	C_N	BD
-11.0167	-52.0667	Latossolo_vermelho_amarelo_epiálico	Ferralsol	130	B21	60	200	3	4	15	81	4.6	0.4	10	1.4
-10.7667	-54.4667	Latossolo_vermelho_amarelo_epiálico	Ferralsol	140	A1	0	15	1	11	44	46	4.2	2.6	15.29411765	1.3
-10.7667	-54.4667	Latossolo_vermelho_amarelo_epiálico	Ferralsol	140	A2	16	59	2	11	44	46	4.2	1.3	15.29411765	1.3
-10.7667	-54.4667	Latossolo_vermelho_amarelo_epiálico	Ferralsol	140	B22cn	60	200	3	18	39	43	5.4	0.3	5	1.4
-10.2167	-58.1333	Latossolo_vermelho_amarelo_epiálico	Ferralsol	170	A1	0	20	1	6	14	80	4	0.8	8.888888889	1.3
-10.2167	-58.1333	Latossolo_vermelho_amarelo_epiálico	Ferralsol	170	A2	21	59	2	6	14	80	4	0.4	8.888888889	1.3
-10.2167	-58.1333	Latossolo_vermelho_amarelo_epiálico	Ferralsol	170	B22cn	60	200	3	6	46	48	4.5	0.2	5	1.4
-10.1667	-53.7167	Latossolo_vermelho_amarelo_epiálico	Ferralsol	165	A1	0	10	1	10	35	55	3.9	3.8	15.2	1.3
-10.1667	-53.7167	Latossolo_vermelho_amarelo_epiálico	Ferralsol	165	A2	11	64	2	10	35	55	3.9	1.9	15.2	1.3
-10.1667	-53.7167	Latossolo_vermelho_amarelo_epiálico	Ferralsol	165	B21	65	200	3	6	47	48	5.4	0.5	12.5	1.4
-10.0667	-52.3167	Latossolo_vermelho_amarelo_epiálico	Ferralsol	160	A1	0	5	1	8	13	78	4.4	1.1	15.71428571	1.3
-10.0667	-52.3167	Latossolo_vermelho_amarelo_epiálico	Ferralsol	160	A2	6	44	2	8	13	78	4.4	0.55	15.71428571	1.3
-10.0667	-52.3167	Latossolo_vermelho_amarelo_epiálico	Ferralsol	160	B1	45	79	3	5	26	69	4.5	0.2	10	1.4
-10.0667	-52.3167	Latossolo_vermelho_amarelo_epiálico	Ferralsol	160	B2	80	200	4	5	26	69	4.5	0.2	10	1.4
-8.35	-52.45	Latossolo_vermelho_amarelo_epiálico	Ferralsol	160	A1	0	15	1	17	37	46	3.7	1.3	1	1.3
-8.35	-52.45	Latossolo_vermelho_amarelo_epiálico	Ferralsol	160	A2	16	44	2	17	37	46	3.7	0.65	1	1.3
-8.35	-52.45	Latossolo_vermelho_amarelo_epiálico	Ferralsol	160	B1	45	79	3	7	43	50	4.5	0.3	10	1.4
-8.35	-52.45	Latossolo_vermelho_amarelo_epiálico	Ferralsol	160	B2	80	200	4	7	43	50	4.5	0.3	10	1.4
-10.6333	-55.1333	Latossolo_vermelho_amarelo_epiálico_cascalhento_Textura_argilosa	Ferralsol	240	A1	0	15	1	9	47	44	3.8	2	15.38461538	1.2
-10.6333	-55.1333	Latossolo_vermelho_amarelo_epiálico_cascalhento_Textura_argilosa	Ferralsol	240	A2	16	44	2	9	47	44	3.8	1	15.38461538	1.2
-10.6333	-55.1333	Latossolo_vermelho_amarelo_epiálico_cascalhento_Textura_argilosa	Ferralsol	240	B1	45	79	3	8	52	40	5	0.5	16.66666667	1.2
-10.6333	-55.1333	Latossolo_vermelho_amarelo_epiálico_cascalhento_Textura_argilosa	Ferralsol	240	B2	80	200	4	8	52	40	5	0.5	16.66666667	1.2
-17.6	-47.7833	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	100	A	0	20	1	13	84	3	4.2	1.49	12.41666667	1.3
-17.6	-47.7833	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	100	A2	21	59	2	13	84	3	4.2	0.745	12.41666667	1.3
-17.6	-47.7833	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	100	B	60	200	3	9	88	3	5	0.83	9.222222222	1.4
-16.8167	-47.6667	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	60	A	0	25	1	8	49	43	4.5	1.86	15.5	1.3
-16.8167	-47.6667	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	60	A2	26	39	2	8	49	43	4.5	0.93	15.5	1.3
-16.8167	-47.6667	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	60	B	40	200	3	6	62	32	5.8	0.79	13.16666667	1.4
-16.8	-47.3167	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	150	A1	0	10	1	29	66	5	4.1	2.38	14	1.3
-16.8	-47.3167	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	150	A2	11	49	2	29	66	5	4.1	1.19	14	1.3
-16.8	-47.3167	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	150	B21	50	200	3	13	84	3	5	0.98	12.25	1.4
-16.2167	-47.4333	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	180	A1	0	10	1	14	84	2	4	1.99	13.26666667	1.3
-16.2167	-47.4333	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	180	A2	11	44	2	14	84	2	4	0.995	13.26666667	1.3
-16.2167	-47.4333	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	180	B1	45	69	3	9	89	2	5	0.71	11.83333333	1.4
-16.2167	-47.4333	Latossolo_vermelho_amarelo_epiálico_endodistrófico_A_moderado	Ferralsol	180	B2	70	200	4	9	89	2	5	0.71	11.83333333	1.4
-17.3167	-47.8833	Latossolo_vermelho_amarelo_epiálico_endodistrófico_plíntico_A_moderado	Ferralsol	180	A	0	25	1	15	68	17	4.6	1.92	14.76923077	1.3
-17.3167	-47.8833	Latossolo_vermelho_amarelo_epiálico_endodistrófico_plíntico_A_moderado	Ferralsol	180	A2	26	54	2	15	68	17	4.6	0.96	14.76923077	1.3
-17.3167	-47.8833	Latossolo_vermelho_amarelo_epiálico_endodistrófico_plíntico_A_moderado	Ferralsol	180	B21	55	200	3	12	77	11	6	0.68	11.33333333	1.4
-9.3	-50.1	Latossolo_vermelho_amarelo_epiálico_plíntico	Ferralsol	150	A1	0	8	1	16	38	47	4	2.6	12	1.3
-9.3	-50.1	Latossolo_vermelho_amarelo_epiálico_plíntico	Ferralsol	150	A2	9	59	2	16	38	47	4	1.3	12	1.3
-9.3	-50.1	Latossolo_vermelho_amarelo_epiálico_plíntico	Ferralsol	150	B21pl	60	200	3	18	53	29	4.5	0.4	12	1.4
-11.9833	-56.4167	Latossolo_vermelho_amarelo_epiálico_Tb_Textura_argilosa	Ferralsol	170	A	0	15	1	8	32	60	4.1	2	14.28571429	1.2
-11.9833	-56.4167	Latossolo_vermelho_amarelo_epiálico_Tb_Textura_argilosa	Ferralsol	170	A2	16	44	2	8	32	60	4.1	1	14.28571429	1.2
-11.9833	-56.4167	Latossolo_vermelho_amarelo_epiálico_Tb_Textura_argilosa	Ferralsol	170	B1	45	79	3	6	47	46	5.1	0.5	16.66666667	1.2
-11.9833	-56.4167	Latossolo_vermelho_amarelo_epiálico_Tb_Textura_argilosa	Ferralsol	170	B2	80	200	4	6	47	46	5.1	0.5	16.66666667	1.2
-11.9833	-53.5167	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	170	A1	0	10	1	12	50	38	4	3.7	18.5	1.2
-11.9833	-53.5167	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	170	A2	11	59	2	12	50	38	4	1.85	18.5	1.2
-11.9833	-53.5167	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	170	B21	60	200	3	11	60	30	4.7	0.9	18	1.2
-11.4333	-58.4	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	170	A1	0	20	1	26	47	28	4.2	2.4	12	1.2
-11.4333	-58.4	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	170	A2	21	59	2	26	47	28	4.2	1.2	12	1.2
-11.4333	-58.4	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	170	B21	60	200	3	10	53	38	4.6	0.9	12	1.2
-11.1833	-56.1	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	140	A1	0	15	1	13	47	41	3.9	3	12	1.2
-11.1833	-56.1	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	140	A2	16	44	2	13	47	41	3.9	1.5	12	1.2
-11.1833	-56.1	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	140	B1	45	69	3	22	48	31	4.9	0.8	12	1.2
-11.1833	-56.1	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	140	B2	70	200	4	22	48	31	4.9	0.8	12	1.2
-11.0333	-58.1833	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	170	A1	0	20	1	7	45	48	3.9	1.9	13.57142857	1.2
-11.0333	-58.1833	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	170	A2	21	49	2	7	45	48	3.9	0.95	13.57142857	1.2
-11.0333	-58.1833	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	170	B21	50	200	3	4	59	37	4.9	0.8	16	1.2
-9.4833	-54.1667	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	100	A1	0	10	1	11	34	55	3.9	1.9	27.14285714	1.2
-9.4833	-54.1667	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	100	A2	11	59	2	11	34	55	3.9	0.95	27.14285714	1.2
-9.4833	-54.1667	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa	Ferralsol	100	B23cn	60	200	3	10	48	43	4.6	0.6	15	1.2
-9.5	-57.2833	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa_Tb	Ferralsol	80	A	0	20	1	18	26	56	3.6	0.56	5.090909091	1.2
-9.5	-57.2833	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa_Tb	Ferralsol	80	A2	21	59	2	18	26	56	3.6	0.28	5.090909091	1.2
-9.5	-57.2833	Latossolo_vermelho_amarelo_epiálico_Textura_argilosa_Tb	Ferralsol	80	B22	60	200	3	17	29	54	3.9	0.38	4.222222222	1.2
-11.4167	-57.5	Latossolo_vermelho_amarelo_epiálico_Textura_média	Ferralsol	160	A1	0	15	1	14	24	62	3.8	0.9	12	1.3
-11.4167	-57.5	Latossolo_vermelho_amarelo_epiálico_Textura_média	Ferralsol	160	A2	16	44	2	14	24	62	3.8	0.45	12	1.3
-11.4167	-57.5	Latossolo_vermelho_amarelo_epiálico_Textura_média	Ferralsol	160	B1	45	69	3	6	33	61	4.4	0.2	12	1.4
-11.4167	-57.5	Latossolo_vermelho_amarelo_epiálico_Textura_média	Ferralsol	160	B2	70	200	4	6	33	61	4.4	0.2	12	1.4
-11.5333	-55.45	Latossolo_vermelho_amarelo_epiálico_Textura_muito_argilosa	Ferralsol	115	A1	0	10	1	11	40	49	3.8	2.4	18.46153846	1
-11.5333	-55.45	Latossolo_vermelho_amarelo_epiálico_Textura_muito_argilosa	Ferralsol	115	A2	11	49	2	11	40	49	3.8	1.2	18.46153846	1
-11.5333	-55.45	Latossolo_vermelho_amarelo_epiálico_Textura_muito_argilosa	Ferralsol	115	B22	50	200	3	6	61	33	4.4	0.3	4.285714286	1
-11.0667	-59.3333	Latossolo_vermelho_amarelo_epiálico_Textura_muito_argilosa	Ferralsol	170	A1	0	15	1	25	63	12	3.6	3.5	12	1
-11.0667	-59.3333	Latossolo_vermelho_amarelo_epiálico_Textura_muito_argilosa	Ferralsol	170	A2	16	29	2	25	63	12	3.6	1.75	12	1
-11.0667	-59.3333	Latossolo_vermelho_amarelo_epiálico_Textura_muito_argilosa	Ferralsol	170	B1	30	200	3	16	74	10	4.2	0.9	12	1
-10.0667	-52.9	Latossolo_vermelho_amarelo_epiálicoendocn	Ferralsol	110	A	0	20	1	10	21	69	4.6	1.9	13.57142857	1.3
-10.0667	-52.9	Latossolo_vermelho_amarelo_epiálicoendocn	Ferralsol	110	A2	21	44	2	10	21	69	4.6	0.95	13.57142857	1.3
-10.0667	-52.9	Latossolo_vermelho_amarelo_epiálicoendocn	Ferralsol	110	B1	45	69	3	9	28	64	5.1	0.4	13.33333333	1.4
-10.0667	-52.9	Latossolo_vermelho_amarelo_epiálicoendocn	Ferralsol	110	B2	70	200	4	9	28	64	5.1	0.4	13.33333333	1.4
-7.3667	-60.9833	Latossolo_vermelho_amarelo_epiálicolico_A_moderado_Textura_média	Ferralsol	150	A1	0	10	1	1	9	89	3.3	1.6	12.30769231	1.3
-7.3667	-60.9833	Latossolo_vermelho_amarelo_epiálicolico_A_moderado_Textura_média	Ferralsol	150	A2	11	44	2	1	9	89	3.3	0.8	12.30769231	1.3
-7.3667	-60.9833	Latossolo_vermelho_amarelo_epiálicolico_A_moderado_Textura_média	Ferralsol	150	B1	45	69	3	2	19	79	4.2	0.3	15	1.4
-7.3667	-60.9833	Latossolo_vermelho_amarelo_epiálicolico_A_moderado_Textura_média	Ferralsol	150	B2	70	200	4	2	19	79	4.2	0.3	15	1.4
-10.5667	-53.5833	Latossolo_vermelho_amarelo_epie_pod	Ferralsol	170	A1	0	20	1	6	5	88	5.2	1.2	9.230769231	1.3
-10.5667	-53.5833	Latossolo_vermelho_amarelo_epie_pod	Ferralsol	170	A2	21	59	2	6	5	88	5.2	0.6	9.230769231	1.3
-10.5667	-53.5833	Latossolo_vermelho_amarelo_epie_pod	Ferralsol	170	B21	60	200	3	2	19	79	4.1	0.2	10	1.4
-10.0333	-51.2167	Latossolo_vermelho_amarelo_epieutrófico	Ferralsol	170	A1	0	15	1	8	8	83	4.8	1.4	7.368421053	1.3
-10.0333	-51.2167	Latossolo_vermelho_amarelo_epieutrófico	Ferralsol	170	A2	16	59	2	8	8	83	4.8	0.7	7.368421053	1.3
-10.0333	-51.2167	Latossolo_vermelho_amarelo_epieutrófico	Ferralsol	170	B21	60	200	3	6	21	73	4.5	0.3	10	1.4
-9.8667	-51.85	Latossolo_vermelho_amarelo_epieutrófico	Ferralsol	180	A1	0	10	1	22	17	61	4.9	5.7	13.90243902	1.3
-9.8667	-51.85	Latossolo_vermelho_amarelo_epieutrófico	Ferralsol	180	A2	11	44	2	22	17	61	4.9	2.85	13.90243902	1.3
-9.8667	-51.85	Latossolo_vermelho_amarelo_epieutrófico	Ferralsol	180	B1	45	69	3	9	55	36	4.7	0.4	10	1.4
-9.8667	-51.85	Latossolo_vermelho_amarelo_epieutrófico	Ferralsol	180	B2	70	200	4	9	55	36	4.7	0.4	10	1.4
-14.65	-57.3833	Latossolo_vermelho_amarelo_eutrófico	Ferralsol	160	A1	0	15	1	5	12	83	4.6	0.8	16	1.3
-14.65	-57.3833	Latossolo_vermelho_amarelo_eutrófico	Ferralsol	160	A2	16	59	2	5	12	83	4.6	0.4	16	1.3
-14.65	-57.3833	Latossolo_vermelho_amarelo_eutrófico	Ferralsol	160	B21	60	200	3	4	19	76	5.4	0.3	10	1.4
-12.7667	-54.7333	Latossolo_vermelho_amarelo_podzólico_álico	Ferralsol	160	A1	0	8	1	8	18	75	4.1	1	14.28571429	1.3
-12.7667	-54.7333	Latossolo_vermelho_amarelo_podzólico_álico	Ferralsol	160	A2	9	47	2	8	18	75	4.1	0.5	14.28571429	1.3
-12.7667	-54.7333	Latossolo_vermelho_amarelo_podzólico_álico	Ferralsol	160	B21t	48	200	3	5	35	60	4.1	0.2	6.666666667	1.4
-13.15	-55.9667	Latossolo_vermelho_amarelo_podzólico_distrófico	Ferralsol	280	A11	0	30	1	14	16	70	4.3	4.2	32.30769231	1.3
-13.15	-55.9667	Latossolo_vermelho_amarelo_podzólico_distrófico	Ferralsol	280	A2	31	64	2	14	16	70	4.3	2.1	32.30769231	1.3
-13.15	-55.9667	Latossolo_vermelho_amarelo_podzólico_distrófico	Ferralsol	280	A3	65	200	3	16	30	55	4.5	1.9	47.5	1.4
-0.1167	-51.3	Latossolo_vermelho_amarelo_Textura_argilosa	Ferralsol	130	A1	0	15	1	22	20	58	3.5	0.98	12.25	1.3
-0.1167	-51.3	Latossolo_vermelho_amarelo_Textura_argilosa	Ferralsol	130	A2	16	29	2	22	20	58	3.5	0.49	12.25	1.3
-0.1167	-51.3	Latossolo_vermelho_amarelo_Textura_argilosa	Ferralsol	130	B21	30	200	3	20	36	44	3.8	0.5	12.5	1.4
-7.4	-47.0833	Latossolo_vermelho_amarelo_Textura_média	Ferralsol	180	A1	0	12	1	19	27	54	3.6	1.54	11	1.3
-7.4	-47.0833	Latossolo_vermelho_amarelo_Textura_média	Ferralsol	180	A2	13	51	2	19	27	54	3.6	0.77	11	1.3
-7.4	-47.0833	Latossolo_vermelho_amarelo_Textura_média	Ferralsol	180	B21	52	200	3	22	34	44	4	0.28	9.333333333	1.4
-1.85	-47.4833	Latossolo_vermelho_amarelo_Textura_média	Ferralsol	160	Ap	0	20	1	8	5	87	4.4	0.49	12.25	1.3
-1.85	-47.4833	Latossolo_vermelho_amarelo_Textura_média	Ferralsol	160	A2	21	44	2	8	5	87	4.4	0.245	12.25	1.3
-1.85	-47.4833	Latossolo_vermelho_amarelo_Textura_média	Ferralsol	160	B1	45	69	3	11	19	70	4	0.21	10.5	1.4
-1.85	-47.4833	Latossolo_vermelho_amarelo_Textura_média	Ferralsol	160	B2	70	200	4	11	19	70	4	0.21	10.5	1.4
-9.35	-53.5667	Latossolo_vermelho_distrófico	Ferralsol	150	A1	0	10	1	9	23	68	4.1	2	11.76470588	1.3
-9.35	-53.5667	Latossolo_vermelho_distrófico	Ferralsol	150	A2	11	59	2	9	23	68	4.1	1	11.76470588	1.3
-9.35	-53.5667	Latossolo_vermelho_distrófico	Ferralsol	150	B21	60	200	3	5	52	44	4.2	0.7	11.66666667	1.4
-8.9	-51.0167	Latossolo_vermelho_distrófico	Ferralsol	160	A1	0	20	1	25	51	25	4.1	2.1	12.35294118	1.3
-8.9	-51.0167	Latossolo_vermelho_distrófico	Ferralsol	160	A2	21	44	2	25	51	25	4.1	1.05	12.35294118	1.3
-8.9	-51.0167	Latossolo_vermelho_distrófico	Ferralsol	160	B1	45	79	3	19	58	24	4.9	0.5	12.5	1.4
-8.9	-51.0167	Latossolo_vermelho_distrófico	Ferralsol	160	B2	80	200	4	19	58	24	4.9	0.5	12.5	1.4
-8.75	-52.8	Latossolo_vermelho_distrófico	Ferralsol	160	A1	0	20	1	5	12	83	3.9	1	10	1.3
-8.75	-52.8	Latossolo_vermelho_distrófico	Ferralsol	160	A2	21	44	2	5	12	83	3.9	0.5	10	1.3
-8.75	-52.8	Latossolo_vermelho_distrófico	Ferralsol	160	B1	45	69	3	6	23	71	4.6	0.3	15	1.4
-8.75	-52.8	Latossolo_vermelho_distrófico	Ferralsol	160	B2	70	200	4	6	23	71	4.6	0.3	15	1.4
1.3667	-55.6667	Latossolo_vermelho_distrófico_cascalhento_Textura_argilosa	Ferralsol	130	A	0	5	1	20	38	42	4.7	3.4	11.33333333	1.2
1.3667	-55.6667	Latossolo_vermelho_distrófico_cascalhento_Textura_argilosa	Ferralsol	130	A2	6	59	2	20	38	42	4.7	1.7	11.33333333	1.2
1.3667	-55.6667	Latossolo_vermelho_distrófico_cascalhento_Textura_argilosa	Ferralsol	130	B22	60	200	3	23	53	24	5.4	0.4	8	1.2
0.95	-51.9833	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	150	A1	0	10	1	29	36	35	3.8	1.56	10.4	1.2
0.95	-51.9833	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	150	A2	11	44	2	29	36	35	3.8	0.78	10.4	1.2
0.95	-51.9833	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	150	B1	45	79	3	18	57	25	4.2	0.15	5	1.2
0.95	-51.9833	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	150	B2	80	200	4	18	57	25	4.2	0.15	5	1.2
1.05	-55.8667	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	155	A1	0	5	1	19	35	46	4.2	1.67	13.91666667	1.2
1.05	-55.8667	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	155	A2	6	44	2	19	35	46	4.2	0.835	13.91666667	1.2
1.05	-55.8667	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	155	B1	45	79	3	18	53	29	4.8	0.28	9.333333333	1.2
1.05	-55.8667	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	155	B2	80	200	4	18	53	29	4.8	0.28	9.333333333	1.2
1.35	-54.2833	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	180	A1	0	30	1	22	53	25	4.1	9.95	55.27777778	1.2
1.35	-54.2833	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	180	A2	31	59	2	22	53	25	4.1	4.975	55.27777778	1.2
1.35	-54.2833	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	180	B1	60	200	3	15	62	23	4.4	0.41	8.2	1.2
1.45	-55.3333	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	170	A1	0	20	1	10	36	54	4.6	1.34	10.30769231	1.2
1.45	-55.3333	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	170	A2	21	44	2	10	36	54	4.6	0.67	10.30769231	1.2
1.45	-55.3333	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	170	B1	45	79	3	11	47	42	4.9	0.34	8.5	1.2
1.45	-55.3333	Latossolo_vermelho_distrófico_Textura_argilosa	Ferralsol	170	B2	80	200	4	11	47	42	4.9	0.34	8.5	1.2
0.05	-57.5	Latossolo_vermelho_distrófico_Textura_muito_argilosa	Ferralsol	105	A	0	2	1	38	52	10	4	1.71	0.579661017	1
0.05	-57.5	Latossolo_vermelho_distrófico_Textura_muito_argilosa	Ferralsol	105	A2	3	64	2	38	52	10	4	0.855	0.579661017	1
0.05	-57.5	Latossolo_vermelho_distrófico_Textura_muito_argilosa	Ferralsol	105	B22	65	200	3	24	67	9	5.1	0.29	0.966666667	1
1.3333	-52.9	Latossolo_vermelho_distrófico_Textura_muito_argilosa	Ferralsol	120	A1	0	10	1	29	59	12	3.7	3.59	15.60869565	1
1.3333	-52.9	Latossolo_vermelho_distrófico_Textura_muito_argilosa	Ferralsol	120	A2	11	44	2	29	59	12	3.7	1.795	15.60869565	1
1.3333	-52.9	Latossolo_vermelho_distrófico_Textura_muito_argilosa	Ferralsol	120	B1	45	79	3	24	65	11	4.9	0.97	16.16666667	1
1.3333	-52.9	Latossolo_vermelho_distrófico_Textura_muito_argilosa	Ferralsol	120	B2	80	200	4	24	65	11	4.9	0.97	16.16666667	1
-8.6	-51.3833	Latossolo_vermelho_epiálico	Ferralsol	160	A1	0	20	1	9	49	42	4.2	1.8	15	1.3
-8.6	-51.3833	Latossolo_vermelho_epiálico	Ferralsol	160	A2	21	200	2	9	49	42	4.2	0.25	25	1.3
-13.4	-56.8333	Latossolo_vermelho_escuro	Ferralsol	160	A1	0	20	1	3	10	87	3.9	0.7	10	1.3
-13.4	-56.8333	Latossolo_vermelho_escuro	Ferralsol	160	A2	21	200	2	3	10	87	3.9	0	0.333333333	1.3
-16.1	-49.7167	Latossolo_vermelho_escuro_A_moderado_Textura_argilosa	Ferralsol	160	Ap	0	10	1	10	44	46	4.4	1.76	14.66666667	1.2
-16.1	-49.7167	Latossolo_vermelho_escuro_A_moderado_Textura_argilosa	Ferralsol	160	A2	11	44	2	10	44	46	4.4	0.88	14.66666667	1.2
-16.1	-49.7167	Latossolo_vermelho_escuro_A_moderado_Textura_argilosa	Ferralsol	160	B1	45	74	3	10	51	39	5.6	0.57	14.25	1.2
-16.1	-49.7167	Latossolo_vermelho_escuro_A_moderado_Textura_argilosa	Ferralsol	160	B2	75	200	4	10	51	39	5.6	0.57	14.25	1.2
-15.6333	-48.0667	Latossolo_vermelho_escuro_Alico	Ferralsol	160	A1	0	10	1	24	52	24	4.5	3.1	17.22222222	1.3
-15.6333	-48.0667	Latossolo_vermelho_escuro_Alico	Ferralsol	160	A2	11	200	2	24	52	24	4.5	0	1	1.3
-14.7333	-59.0167	Latossolo_vermelho_escuro_álico	Ferralsol	110	A1	0	10	1	6	18	76	3.8	1.3	14.44444444	1.3
-14.7333	-59.0167	Latossolo_vermelho_escuro_álico	Ferralsol	110	A2	11	200	2	6	18	76	3.8	0.03	5	1.3
-14.3167	-48.6333	Latossolo_vermelho_escuro_álico	Ferralsol	160	Ap	0	15	1	20	27	53	4.3	2.1	13.125	1.3
-14.3167	-48.6333	Latossolo_vermelho_escuro_álico	Ferralsol	160	A2	16	200	2	20	27	53	4.3	0	1	1.3
-14.1333	-56.65	Latossolo_vermelho_escuro_álico	Ferralsol	310	A11	0	6	1	5	33	62	4.2	1.35	16.875	1.3
-14.1333	-56.65	Latossolo_vermelho_escuro_álico	Ferralsol	310	A2	7	200	2	5	33	62	4.2	0	1	1.3
-14.1333	-56.6333	Latossolo_vermelho_escuro_álico	Ferralsol	305	A11	0	6	1	7	68	25	4.2	2.93	19.53333333	1.3
-14.1333	-56.6333	Latossolo_vermelho_escuro_álico	Ferralsol	305	A2	7	200	2	7	68	25	4.2	0	1	1.3
-12.1167	-51.7167	Latossolo_vermelho_escuro_álico	Ferralsol	160	A1	0	20	1	4	34	62	4.2	1.4	17.5	1.3
-12.1167	-51.7167	Latossolo_vermelho_escuro_álico	Ferralsol	160	A2	21	59	2	4	34	62	4.2	0.7	17.5	1.3
-12.1167	-51.7167	Latossolo_vermelho_escuro_álico	Ferralsol	160	B21	60	200	3	3	42	55	4.5	0.5	12.5	1.3
-11.6	-50.2167	Latossolo_vermelho_escuro_álico	Ferralsol	140	A1	0	20	1	19	49	32	3.8	1.17	14.625	1.3
-11.6	-50.2167	Latossolo_vermelho_escuro_álico	Ferralsol	140	A1	21	200	2	19	49	32	3.8	0	1	1.3
-11.3333	-52.1833	Latossolo_vermelho_escuro_álico	Ferralsol	140	A1	0	10	1	6	40	54	4.1	2.3	11.5	1.3
-11.3333	-52.1833	Latossolo_vermelho_escuro_álico	Ferralsol	140	A2	11	44	2	6	40	54	4.1	1.15	11.5	1.3
-11.3333	-52.1833	Latossolo_vermelho_escuro_álico	Ferralsol	140	B1	45	79	3	4	50	46	4.6	0.8	20	1.3
-11.3333	-52.1833	Latossolo_vermelho_escuro_álico	Ferralsol	140	B2	80	200	4	4	50	46	4.6	0.8	20	1.3
-11.1667	-53.9167	Latossolo_vermelho_escuro_álico	Ferralsol	160	A1	0	15	1	5	20	75	3.8	2.2	14.66666667	1.3
-11.1667	-53.9167	Latossolo_vermelho_escuro_álico	Ferralsol	160	A1	16	39	2	5	20	75	3.8	0.01	0.333333333	1.3
-11.1667	-53.9167	Latossolo_vermelho_escuro_álico	Ferralsol	160	A2	40	44	2	5	20	75	3.8	0.005	0.333333333	1.3
-11.1667	-53.9167	Latossolo_vermelho_escuro_álico	Ferralsol	160	A1	40	200	3	5	20	75	3.8	0.01	0.333333333	1.3
-11.1667	-53.9167	Latossolo_vermelho_escuro_álico	Ferralsol	160	B1	45	74	3	4	32	64	4.9	0.4	13.33333333	1.3
-11.1667	-53.9167	Latossolo_vermelho_escuro_álico	Ferralsol	160	B2	75	200	4	4	32	64	4.9	0.4	13.33333333	1.3
-10.9167	-59.35	Latossolo_vermelho_escuro_álico	Ferralsol	120	A1	0	20	1	13	66	21	3.7	2.8	11.66666667	1.3
-10.9167	-59.35	Latossolo_vermelho_escuro_álico	Ferralsol	120	A2	21	200	2	13	66	21	3.7	0	1	1.3
